10,3.786,3.495,0.99,2.791,1.766,2.091,0,4.86,3.786,0,4.197,3.713,4.136,2.791,4.568,0.7,2.876,2.102,2.24,4.132,2.01,4.787,4.641,3.713,2.566,3.349,2.609,1.34,3.422,2.985,1.596,2.33,3.713,2.487,1.923,0.863,0.792,3.713,2.487,3.877,3.713,2.852,3.185,0.299,4.86,0.71,0.473,0.594,0.396,0,1.741,2.867,1.523,1.157,1.142,3.422,0.655,0,0,0,0,0,0,0.091,0.655,0,0,0.291,0.218,1.508,1.147,0.146,1.512,0.594,1.561,1.512,0.146,0.594,3.786,1.827,1.766,2.974,1.645,1.447,3.549,3.713,4.332,3.476,3.096,2.566,3.185,3.404,1.001,4.121,1.984,2.566,2.348,2.791,3.422,2.298,3.816,4.35,4.932,4.86,0.396,4.06,1.523,0.837,4.932,2.852,3.024
11,3.096,3.087,0.981,2.497,1.457,1.837,0.069,4.197,3.279,4.197,0,3.05,3.687,2.497,4.188,0.522,2.554,1.857,2.019,3.904,1.8,4.334,4.233,3.05,2.013,2.813,2.253,1.029,3.05,2.758,1.522,2.319,3.233,2.329,1.85,0.653,0.785,3.233,2.329,3.629,3.05,2.505,2.843,0.25,4.38,0.667,0.396,0.497,0.392,0.11,1.644,2.464,1.152,0.999,0.956,3.05,0.585,0,0.073,0,0,0.146,0,0.149,0.621,0.183,0.153,0.365,0.32,1.231,1.329,0.274,1.514,0.619,1.493,1.514,0.274,0.619,3.279,1.343,1.457,2.49,1.221,1.055,3.081,3.233,3.99,3.035,2.726,2.086,2.852,2.989,0.745,3.644,1.796,2.086,1.94,2.528,3.05,2.133,3.537,4.051,4.425,4.38,0.331,3.598,1.305,0.734,4.425,2.413,2.935
12,2.639,2.348,0.99,1.645,1.766,0.944,0,3.713,3.786,3.713,3.05,0,2.989,2.791,3.422,0.7,2.876,2.102,2.24,2.985,0.863,3.64,3.495,2.566,2.566,2.202,1.462,1.34,2.275,1.838,0.449,1.183,3.713,1.34,0.777,0.863,0.792,3.713,1.34,2.73,3.713,2.852,3.185,0.299,3.713,0.71,0.473,0.594,0.396,0,0.594,1.721,1.523,1.157,1.142,2.275,0.655,0,0,0,0,0,0,0.091,0.655,0,0,0.291,0.218,1.508,0,0.146,0.365,0.594,0.414,0.365,0.146,0.594,2.639,1.827,1.766,1.827,1.645,1.447,2.402,3.713,3.185,2.33,1.949,2.566,2.038,2.257,1.001,2.974,0.838,2.566,2.348,1.645,2.275,1.151,2.669,3.203,3.786,3.713,0.396,2.913,1.523,0.837,3.786,2.852,1.878
13,3.02,2.843,0.828,2.349,1.254,1.799,0,4.136,3.02,4.136,3.687,2.989,0,2.349,3.959,0.459,2.331,1.838,1.931,3.722,1.8,4.105,3.99,2.989,1.843,2.782,2.227,1.029,2.867,2.575,1.522,2.136,2.989,2.176,1.72,0.653,0.662,2.989,2.176,3.425,2.989,2.375,2.615,0.25,4.136,0.594,0.396,0.497,0.331,0,1.644,2.464,1.152,0.907,0.864,2.867,0.439,0,0,0,0,0,0,0.038,0.439,0,0,0.122,0.091,1.108,1.147,0.061,1.391,0.497,1.424,1.391,0.061,0.497,3.02,1.279,1.254,2.426,1.157,0.991,2.822,2.989,3.761,2.791,2.523,1.843,2.669,2.761,0.745,3.618,1.745,1.843,1.696,2.349,2.867,2.017,3.445,3.868,4.166,4.136,0.331,3.547,1.152,0.548,4.166,2.375,2.783
14,1.675,1.742,0.866,1.233,1.325,0.586,0.092,2.791,3.065,2.791,2.497,2.791,2.349,0,2.858,0.392,2.408,1.763,1.948,2.621,0.578,3.004,2.889,1.645,1.791,1.437,0.948,0.897,1.766,1.474,0.3,1.035,3.035,1.101,0.596,0.578,0.693,3.035,1.101,2.349,2.791,2.365,2.7,0.2,3.035,0.573,0.317,0.397,0.347,0.146,0.397,1.152,1.019,0.897,0.887,1.766,0.633,0,0.097,0,0,0.195,0,0.161,0.682,0.244,0.204,0.365,0.335,1.172,0.244,0.305,0.408,0.561,0.37,0.408,0.305,0.561,1.919,1.147,1.325,1.147,1.024,0.892,1.76,3.035,2.7,1.73,1.447,1.888,1.608,1.699,0.67,2.339,0.499,1.888,1.742,1.274,1.766,0.925,2.288,2.767,3.065,3.035,0.265,2.268,1.223,0.615,3.065,2.242,1.84
15,4.623,4.758,2.441,4.005,3.011,3.119,0.138,4.568,4.987,4.568,4.188,3.422,3.959,2.858,0,0.624,2.945,1.996,2.245,4.365,1.927,6.025,4.758,4.568,3.64,4.285,2.468,2.377,4.714,3.218,1.596,2.694,4.932,2.682,3.207,0.78,1.035,3.786,2.682,4.011,3.422,2.843,3.32,0.299,4.932,2.002,1.62,0.594,0.518,1.365,1.741,2.721,1.377,1.267,1.215,3.567,0.815,0,0.146,0,0,0.291,0,0.251,0.888,0.364,0.305,0.582,0.528,1.568,1.511,0.473,1.683,0.838,1.616,1.683,0.473,0.838,4.987,1.605,3.011,2.752,1.459,1.261,4.75,4.932,5.613,4.696,3.157,2.639,3.331,3.495,0.891,3.908,1.923,2.639,3.611,4.066,3.567,2.417,4.999,5.686,6.134,6.079,0.396,4.999,1.681,2.111,6.134,2.66,4.329
16,3.387,0.847,0.739,1.539,0.52,2.041,2.694,0.7,2.033,0.7,0.522,0.7,0.459,0.392,0.624,0,1.765,0.247,0.247,0.396,0.15,1.771,1.847,2.14,3.286,0.548,0.392,0.387,0.396,1.543,1.436,0.542,0.7,0.265,1.022,0.15,0.265,2.286,0.265,0.52,0.7,0.456,0.545,1.725,0.7,2.14,2.06,1.651,0.438,1.999,0.505,0.331,1.534,1.717,1.753,2.298,2.781,1.634,1.634,1.554,1.554,2.89,2.946,1.833,1.634,3.0,1.554,4.597,4.521,2.9,1.658,1.859,1.452,1.651,0.231,1.452,1.957,1.651,2.435,1.73,0.805,1.73,3.509,1.664,1.99,3.579,3.35,0.621,0.52,0.92,2.048,1.692,2.444,0.82,1.085,0.92,0.993,0.392,0.542,0.2,1.412,0.396,4.899,3.676,3.139,2.074,0.265,1.686,3.655,3.239,1.147
17,2.967,1.889,0.838,1.261,1.462,1.832,0.111,2.876,3.258,2.876,2.554,2.876,2.331,2.408,2.945,1.765,0,1.78,1.973,2.541,0.518,3.076,4.183,1.729,3.05,1.416,0.956,0.804,1.656,1.394,0.269,1.001,3.167,1.048,0.731,0.518,0.67,3.167,1.048,2.499,2.876,2.435,2.803,0.18,3.167,0.542,0.284,0.356,0.335,0.175,0.356,1.032,0.914,0.841,0.831,1.656,0.626,0,0.116,0,0,0.233,0,0.26,0.684,0.291,0.244,1.802,1.711,1.099,0.291,0.473,0.414,0.551,0.359,0.414,0.473,0.551,3.258,2.441,1.462,2.441,2.331,2.213,3.116,4.314,3.95,1.878,1.571,2.02,1.514,1.787,0.601,2.322,0.661,2.02,1.889,1.31,1.656,0.875,2.207,2.672,4.405,4.314,0.238,2.365,1.157,2.06,4.405,2.289,1.829
18,0.978,0.873,0.376,0.616,0.655,0.347,0,2.102,2.125,2.102,1.857,2.102,1.838,1.763,1.996,0.247,1.78,0,1.556,1.844,0.328,2.079,2.019,0.955,0.955,0.826,0.547,0.509,0.863,0.698,0.17,0.449,2.102,0.509,0.283,0.328,0.3,2.102,0.509,1.732,2.102,1.782,1.906,0.114,2.102,0.269,0.18,0.225,0.15,0,0.225,0.653,0.578,0.439,0.433,0.863,0.249,0,0,0,0,0,0,0.029,0.249,0,0,0.092,0.069,0.572,0,0.046,0.139,0.225,0.157,0.139,0.046,0.225,0.978,0.674,0.655,0.674,0.605,0.53,0.889,2.102,1.906,0.866,0.724,0.955,0.774,0.843,0.38,1.832,0.302,0.955,0.873,0.616,0.863,0.437,1.725,1.927,2.125,2.102,0.15,1.802,0.578,0.295,2.125,1.782,1.424
19,1.117,1.121,0.491,0.801,0.863,0.393,0.052,2.24,2.401,2.24,2.019,2.24,1.931,1.948,2.245,0.247,1.973,1.556,0,2.065,0.38,2.355,2.268,1.094,1.176,0.937,0.616,0.578,1.14,0.919,0.17,0.587,2.378,0.693,0.352,0.38,0.393,2.378,0.693,1.917,2.24,1.944,2.155,0.114,2.378,0.325,0.18,0.225,0.196,0.083,0.225,0.745,0.67,0.555,0.572,1.14,0.442,0,0.055,0,0,0.111,0,0.098,0.47,0.138,0.116,0.23,0.207,0.78,0.138,0.184,0.277,0.318,0.262,0.277,0.184,0.318,1.255,0.767,0.863,0.767,0.674,0.599,1.165,2.378,2.155,1.142,0.955,1.232,1.05,1.119,0.45,1.948,0.302,1.232,1.121,0.824,1.14,0.594,1.886,2.176,2.401,2.378,0.15,1.894,0.786,0.378,2.401,1.875,1.632
20,2.985,3.218,1.294,2.621,1.535,1.762,0.138,4.132,3.349,4.132,3.904,2.985,3.722,2.621,4.365,0.396,2.541,1.844,2.065,0,1.844,4.496,4.365,2.985,2.057,2.854,2.267,1.121,3.349,3.087,1.596,2.694,3.349,2.572,1.923,0.698,1.035,3.349,2.572,3.719,2.985,2.56,2.981,0.299,4.496,0.855,0.473,0.594,0.518,0.218,1.741,2.575,1.23,1.194,1.106,3.349,0.684,0,0.146,0,0,0.291,0,0.183,0.757,0.364,0.305,0.364,0.364,1.386,1.511,0.364,1.61,0.838,1.533,1.61,0.364,0.838,3.349,1.23,1.535,2.377,1.121,0.923,3.112,3.349,4.128,3.112,2.791,2.202,3.112,3.112,0.78,3.633,1.741,2.202,2.071,2.682,3.349,2.307,3.707,4.365,4.496,4.496,0.396,3.524,1.535,0.692,4.496,2.377,3.036
21,2.01,1.927,0.376,1.725,0.578,1.436,0,2.01,0.863,2.01,1.8,0.863,1.8,0.578,1.927,0.15,0.518,0.328,0.38,1.844,0,2.01,1.927,2.01,0.863,1.927,1.655,0.509,2.01,1.844,1.317,1.596,0.863,1.655,1.372,0.328,0.3,0.863,1.655,1.655,0.863,0.578,0.691,0.114,2.01,0.269,0.18,0.225,0.15,0,1.372,1.8,0.578,0.439,0.433,2.01,0.249,0,0,0,0,0,0,0,0.249,0,0,0,0,0.572,1.147,0,1.285,0.225,1.304,1.285,0,0.225,2.01,0.578,0.578,1.725,0.509,0.433,1.92,0.863,1.837,1.92,1.794,0.863,1.92,1.92,0.38,1.794,1.372,0.863,0.78,1.725,2.01,1.584,1.725,1.927,2.01,2.01,0.15,1.725,0.578,0.18,2.01,0.578,1.424
103,5.988,4.932,2.441,5.298,3.157,3.192,1.285,4.787,6.352,4.787,4.334,3.64,4.105,3.004,6.025,1.771,3.076,2.079,2.355,4.496,2.01,0,4.932,5.934,5.005,4.459,2.578,2.487,4.932,4.496,2.742,2.694,5.151,2.791,3.207,0.863,1.035,5.151,2.791,4.121,3.64,2.989,3.495,1.446,5.151,3.149,2.767,1.741,0.518,2.512,1.741,2.867,2.669,2.487,2.471,4.932,2.093,0,0.146,0,0,1.438,1.147,0.251,1.019,1.511,0.305,1.729,1.675,2.898,2.657,1.62,2.902,1.984,1.699,2.902,1.62,1.984,5.205,1.751,3.157,2.898,2.715,1.37,4.969,6.298,6.935,4.914,3.339,2.857,4.696,4.86,2.148,4.09,1.923,2.857,3.786,4.212,3.786,2.528,6.292,5.861,7.499,7.444,1.543,6.292,1.827,2.111,7.499,3.953,5.622
105,4.714,3.684,1.294,2.889,1.925,3.164,0.138,4.641,3.931,4.641,4.233,3.495,3.99,2.889,4.758,1.847,4.183,2.019,2.268,4.365,1.927,4.932,0,3.495,3.713,3.174,2.499,1.23,3.567,3.218,1.596,2.694,3.859,2.682,2.106,0.78,1.035,3.859,2.682,4.072,3.495,2.889,3.374,0.299,5.005,0.855,0.473,0.594,0.518,0.218,1.741,2.721,1.377,1.267,1.215,3.567,0.815,0,0.146,0,0,0.291,0,0.274,0.888,0.364,0.305,1.802,1.729,1.568,1.511,0.51,1.683,0.838,1.616,1.683,0.51,0.838,5.078,2.828,1.925,3.975,2.682,2.484,4.841,5.005,5.668,3.622,3.218,2.712,3.331,3.549,0.891,3.938,1.984,2.712,2.537,2.95,3.567,2.417,3.853,4.539,6.225,6.152,0.396,3.914,1.681,2.202,6.225,2.706,3.183
22,6.374,4.816,2.429,5.085,2.913,3.557,1.257,3.713,5.063,3.713,3.05,2.566,2.989,1.645,4.568,2.14,1.729,0.955,1.094,2.985,2.01,5.934,3.495,0,5.231,4.496,2.609,2.633,4.568,4.132,2.908,2.504,3.713,2.487,3.435,0.863,0.792,4.062,2.487,2.73,2.566,1.705,2.038,1.722,3.713,3.44,3.203,2.106,0.761,2.73,2.106,2.867,2.816,2.669,2.289,5.005,1.802,0,0,0,0,1.278,1.453,0.311,0.655,1.409,0,1.875,1.802,2.654,2.73,1.729,3.024,2.106,1.837,3.024,1.729,2.106,5.238,1.855,3.078,2.974,3.157,1.465,4.871,5.209,5.741,4.623,3.096,2.828,4.681,4.55,2.148,3.193,2.35,2.828,3.844,3.938,3.596,2.298,4.963,4.35,6.472,6.356,1.908,5.535,1.568,1.984,6.429,3.145,4.171
23,6.385,3.888,2.612,4.084,3.096,3.566,1.34,2.566,5.282,2.566,2.013,2.566,1.843,1.791,3.64,3.286,3.05,0.955,1.176,2.057,0.863,5.005,3.713,5.231,0,3.349,1.462,2.633,3.64,3.203,1.761,1.576,3.931,1.523,2.398,0.863,0.938,4.281,1.523,1.766,2.566,1.815,2.257,1.722,2.785,3.527,3.203,2.106,0.834,2.861,0.959,1.721,2.816,2.779,2.398,4.077,1.977,0,0.087,0,0,1.452,1.457,0.42,0.874,1.627,0.183,3.24,3.167,2.8,1.802,1.948,2.024,2.252,0.774,2.024,1.948,2.252,5.471,3.011,3.266,2.974,4.303,2.618,5.089,6.574,5.959,3.695,2.132,3.047,3.753,3.622,2.148,2.047,1.203,3.047,4.062,2.974,2.668,1.289,3.926,3.422,6.705,6.574,1.908,4.401,1.766,3.262,6.647,3.145,3.207
24,4.532,4.321,2.136,3.731,3.792,4.22,0,3.349,3.385,3.349,2.813,2.202,2.782,1.437,4.285,0.548,1.416,0.826,0.937,2.854,1.927,4.459,3.174,4.496,3.349,0,2.438,2.377,5.497,4.001,1.596,3.476,4.496,3.524,4.125,1.927,1.939,2.202,2.377,2.499,2.202,1.468,1.755,0.299,3.349,3.003,2.767,1.741,1.543,2.293,2.887,3.868,1.377,2.231,2.179,4.35,0.524,0,0,0,0,0,0,1.192,0.524,0,0,0.146,0.109,1.325,2.293,1.219,1.439,1.741,2.625,1.439,1.219,1.741,5.679,2.676,3.792,2.676,2.529,2.331,5.442,4.496,5.195,5.406,3.938,2.202,4.113,4.223,0.891,2.73,3.009,3.349,3.174,4.878,4.35,3.334,4.817,5.322,5.679,5.642,0.396,4.938,1.377,1.802,5.679,1.468,4.025
25,2.639,2.499,0.662,2.095,0.999,1.672,0,2.609,1.492,2.609,2.253,1.462,2.227,0.948,2.468,0.392,0.956,0.547,0.616,2.267,1.655,2.578,2.499,2.609,1.462,2.438,0,0.805,2.487,2.267,1.447,1.939,1.462,1.952,1.621,0.509,0.53,1.462,1.952,2.054,1.462,0.973,1.163,0.2,2.609,0.475,0.317,0.397,0.265,0,1.544,2.176,0.897,0.713,0.673,2.487,0.329,0,0,0,0,0,0,0.038,0.329,0,0,0.122,0.091,0.856,1.147,0.061,1.33,0.397,1.355,1.33,0.061,0.397,2.639,1.024,0.999,2.171,0.933,0.8,2.481,1.462,2.31,2.45,2.237,1.462,2.328,2.42,0.578,2.186,1.646,1.462,1.352,2.095,2.487,1.825,2.044,2.377,2.639,2.609,0.265,2.146,0.897,0.469,2.639,0.973,1.514
26,2.596,2.45,1.931,2.044,2.044,1.717,0.046,1.34,2.542,1.34,1.029,1.34,1.029,0.897,2.377,0.387,0.804,0.509,0.578,1.121,0.509,2.487,1.23,2.633,2.633,2.377,0.805,0,2.487,1.121,0.37,0.865,2.487,0.805,1.697,0.509,0.53,1.486,0.805,0.805,1.34,0.897,1.072,0.316,1.34,1.805,1.646,0.55,0.418,1.329,0.55,1.029,0.958,0.866,0.673,1.523,0.329,0,0,0,0,0.055,0.122,0.092,0.329,0.11,0,0.183,0.183,0.856,0.183,0.183,0.336,0.55,0.324,0.336,0.183,0.55,2.596,0.897,2.105,0.897,0.958,0.673,2.401,2.633,2.328,2.328,0.989,1.45,1.328,1.182,0.578,1.08,0.55,1.45,2.523,2.044,1.413,0.678,2.044,2.377,2.633,2.633,0.418,2.166,0.897,1.463,2.633,1.019,1.514
27,4.568,4.714,2.441,4.06,4.121,4.201,0.138,3.422,3.786,3.422,3.05,2.275,2.867,1.766,4.714,0.396,1.656,0.863,1.14,3.349,2.01,4.932,3.567,4.568,3.64,5.497,2.487,2.487,0,4.496,1.596,3.84,4.932,3.938,4.217,2.01,2.182,2.639,2.791,2.791,2.275,1.705,2.184,0.299,3.786,3.149,2.767,1.741,1.664,2.512,2.887,4.014,1.523,2.487,2.471,4.932,0.946,0,0.146,0,0,0.291,0,1.329,1.019,0.364,0.305,0.364,0.364,1.751,2.657,1.511,1.756,1.984,2.846,1.756,1.511,1.984,6.079,2.669,4.121,2.669,2.487,2.289,5.843,4.932,5.624,5.843,4.303,2.639,4.696,4.696,1.001,2.852,2.887,3.786,3.567,5.267,4.932,3.675,5.146,5.861,6.079,6.079,0.396,4.963,1.827,1.838,6.079,1.523,4.476
28,4.132,3.218,1.294,3.767,2.682,2.909,1.285,2.985,3.349,2.985,2.758,1.838,2.575,1.474,3.218,1.543,1.394,0.698,0.919,3.087,1.844,4.496,3.218,4.132,3.203,4.001,2.267,1.121,4.496,0,2.742,3.84,3.349,3.719,3.07,1.844,2.182,3.349,2.572,2.572,1.838,1.413,1.835,1.446,3.349,3.149,2.767,2.887,1.664,2.512,2.887,3.722,2.377,3.487,3.399,5.642,1.831,0,0.146,0,0,1.438,1.147,1.329,0.757,1.511,0.305,1.511,1.511,2.532,3.804,2.657,2.756,3.131,2.68,2.756,2.657,3.131,4.496,2.377,2.682,2.377,3.414,2.069,4.259,4.496,5.275,4.259,3.938,2.202,5.406,5.406,1.927,2.487,2.887,3.349,2.071,3.828,4.496,3.454,4.853,4.365,5.642,5.642,1.543,4.67,1.535,0.692,5.642,2.377,4.183
29,2.867,1.678,0.514,2.594,0.3,1.436,1.199,1.596,1.658,1.596,1.522,0.449,1.522,0.3,1.596,1.436,0.269,0.17,0.17,1.596,1.317,2.742,1.596,2.908,1.761,1.596,1.447,0.37,1.596,2.742,0,1.678,0.449,1.447,1.545,0.17,0.3,1.761,1.447,1.447,0.449,0.3,0.359,1.391,1.596,1.623,1.533,1.545,0.324,1.354,1.545,1.522,1.517,1.621,1.372,2.95,1.147,0,0,0,0,1.209,1.285,0.104,0,1.271,0,1.354,1.354,1.372,2.501,1.354,2.467,1.545,1.278,2.467,1.354,1.545,1.72,0.3,0.37,1.447,1.621,0.225,1.589,1.761,2.777,1.506,1.447,0.573,2.818,2.653,1.317,1.551,1.545,0.573,0.615,1.447,1.678,1.374,2.594,1.596,2.908,2.908,1.47,2.733,0.3,0.18,2.908,1.586,2.293
